id,ainvs,rank_lower_bound,conductor,conductor_status,log_conductor,naive_height,faltings_height,discriminant,log_abs_discriminant,bad_primes,conductor_upper_bound
new-20260906-74,"[""1"", ""0"", ""0"", ""-7397203003011291119584233830188508263022420440"", ""234021908942528155578505694886974432623567980580184104181837379286592""]",26,2298978182736113417664445949676012257782683740643172796428413891663144341470616484786131277338382009274482270,EXACT,249.5116547992,328.4658964555032,25.305791684434915,2245918041486141190926974176727987385690816577853421568624449454496325758000634232132281588319988325217960623682486008004852284850176000000,318.5658571979499,"[""2"", ""3"", ""5"", ""7"", ""13"", ""17"", ""31"", ""71"", ""97"", ""760939"", ""8399077"", ""6796808864130409"", ""5341276264831353705502460207209351320765069054807913501220169449660213""]",2298978182736113417664445949676012257782683740643172796428413891663144341470616484786131277338382009274482270
new-20260905-37,"[""1"", ""-1"", ""1"", ""-27129978154374720446538711466583970429714689912"", ""1828432266054662976336361254643265057329703273521399600629500669704699""]",26,664058614956913086062441294281223548751518341016391732166558605492361906820548369081057425270473176425309691030,EXACT,255.17756046447482,332.48680619973203,25.65426708254737,-166254583262794729450217327052311558874432644244591893137209837626727906704122764365932946434930659567723908246240515577013496634818560000000,322.8702630808323,"[""2"", ""3"", ""5"", ""7"", ""13"", ""17"", ""23"", ""37"", ""41"", ""107"", ""145423"", ""278231221"", ""1254300757"", ""888073829449"", ""7941531819262004069692273"", ""3569294637996999629943615173515839606419""]",664058614956913086062441294281223548751518341016391732166558605492361906820548369081057425270473176425309691030
new-20260906-104,"[""0"", ""1"", ""0"", ""-3846365223002972660975772480952148320241865945"", ""92240176516892110412270740469017617744267080015053047235674149372139""]",26,785073890309223753328192673002346512945632413236202953410340784235348217385683071973513863628671385709167527384,EXACT,255.34496788449206,326.5131693920795,25.04165299181818,-33634592397919813343832000848730389500605351947575514231488065975367656931169626737350948801781546479080803886400850631769012576522865408,314.36454262720935,"[""2"", ""3"", ""7"", ""11"", ""13"", ""31"", ""37"", ""41"", ""53"", ""73"", ""179"", ""89314358726555257"", ""1604895853970734793752637693227535414190769607838057450004472333341277625462467""]",785073890309223753328192673002346512945632413236202953410340784235348217385683071973513863628671385709167527384
new-20260906-49,"[""1"", ""0"", ""1"", ""-1969463772621467731816015937230188563750415558"", ""33282711533330932590976397267971151355469318464803005772016612340168""]",26,924524537305991956500175737895200818876616346049889234588598969992410646581911482952993857941548789205995311210,EXACT,255.50846963499578,324.4958745140963,24.90925814927107,10361220952466768786782380003208606449983024087816520359155922025172829486262277463326237299684206444800740320716046135348218704542250000,313.18705763663814,"[""2"", ""3"", ""5"", ""7"", ""13"", ""23"", ""41"", ""61"", ""67"", ""89"", ""2011"", ""16403163877"", ""4138747615785257"", ""445988495846529673"", ""16215007862796629056318144020321442981428757493359319""]",924524537305991956500175737895200818876616346049889234588598969992410646581911482952993857941548789205995311210
r17-panel-11952-low-04,"[""0"", ""0"", ""0"", ""-1555161811005064681726051881634458553626298956612"", ""730021324166546064807722786153452262652500960939726766252331286249042820""]",26,68715668380790261043675761928904405136328862245627245407918603977106481339180608059820138704110119929500187593496,EXACT,259.8169225651528,,,,,"[""2"", ""3"", ""7"", ""11"", ""13"", ""17"", ""19"", ""31"", ""37"", ""61"", ""14321"", ""34687"", ""8393373962901607"", ""368377741051498777477339"", ""27467769050517204248514338434866788594179417747860613""]",68715668380790261043675761928904405136328862245627245407918603977106481339180608059820138704110119929500187593496
new-20260906-192,"[""1"", ""0"", ""0"", ""-2868763178245774445077797541836189766119047750645"", ""1870105844211270695855967718635195206867937191067812396682554335743317025""]",26,215964432989222622955457325732842848510339363882864293234507055753881982412011965114700943106744424632931547297615930670,EXACT,274.7775696123423,346.3474993894868,26.53966914041299,166804800679944715573643884558673132364901115706108909387705772486798680339387276160832067658291844540646688008030995663836741764624330240000000,329.78132238272576,"[""2"", ""3"", ""5"", ""7"", ""31"", ""71"", ""401"", ""751"", ""232613556393702678425369"", ""6669965158258318530100074210407825570265536461337003015816345088350923300336912939633""]",215964432989222622955457325732842848510339363882864293234507055753881982412011965114700943106744424632931547297615930670
new-20260906-42,"[""1"", ""0"", ""0"", ""-33021480243647748703077901108096062689155163273555"", ""71176199439053575962116258260506778688929341337357456960492217421105797025""]",26,1777399577564954524493015476360507951585143683696275542635443291752585898576576615781239077181507898700943998282101126670,EXACT,276.88536254393745,353.6773312224255,27.380419606950664,115927994888033032472932579179354564351911720511608706847699537073138949181258465250430753494082735447737364010274185941506222050375980798412800000000,343.2329779347723,"[""2"", ""3"", ""5"", ""7"", ""11"", ""13"", ""41"", ""127"", ""179"", ""38903"", ""1632322769027099386225442957681825296998766599791109986827116845592928379691775922351349449456095521532171""]",1777399577564954524493015476360507951585143683696275542635443291752585898576576615781239077181507898700943998282101126670
new-20260906-63,"[""1"", ""0"", ""1"", ""-24458430718461499382493264906272310854066801448"", ""1404034490168971387859499604490268925902658396966107000566121492008506""]",26,2012264420581053895654935495119664901527079863894984725042115642570381154509138810286328505814495861646491363372881416790,EXACT,277.00947182464785,332.05351550036073,25.60692201390961,84802196360008912485231808475867924376776066221475286549920693062624921481688066741512168860773464635567560625271629328742633189709716187500,322.19706427611254,"[""2"", ""3"", ""5"", ""7"", ""11"", ""13"", ""17"", ""50651"", ""211333"", ""944146190995818217794473638063"", ""35456308876311261515000492260946769466574228201085855374542903839386474191""]",2012264420581053895654935495119664901527079863894984725042115642570381154509138810286328505814495861646491363372881416790
r17-panel-074d9-low-04,"[""0"", ""0"", ""0"", ""-2873810268926482406014033682485156045805323157551947"", ""59257418580282919910734819701717769381802091448976109171393540210093525473286""]",26,4228319273967555012647950948682026004704818362537084348278393430875108217791544955805473861974628545831132787955854076110,EXACT,277.75201573862586,,,,,"[""2"", ""3"", ""5"", ""7"", ""11"", ""13"", ""17"", ""37"", ""43"", ""47"", ""4273"", ""212507683"", ""75191933806729"", ""147476904475403719450526931109736233355146440295441754545208498806366323696887843233""]",4228319273967555012647950948682026004704818362537084348278393430875108217791544955805473861974628545831132787955854076110
new-20260906-75,"[""1"", ""0"", ""0"", ""-543343054370888096603245975658636557211893812670"", ""154668919620232834672239151092474875112213515948319385603753967732550212""]",26,11577728739023372720907165528137591626343416971435081643963113598694444898343992178931649307120676596618715858245185185970,EXACT,278.7592944756666,341.3624620307108,26.266044280996894,-68483695062022215689198250062524032065145869087661602131708486989562826665551755313398941461840477300647887876044756054185796791360335872000000,328.89109380080373,"[""2"", ""3"", ""5"", ""7"", ""11"", ""13"", ""41"", ""59"", ""101"", ""6085837976767"", ""540006018767323872549437732250941"", ""480166447139645859487956140225243220962133971402836432893320743243""]",11577728739023372720907165528137591626343416971435081643963113598694444898343992178931649307120676596618715858245185185970
new-20260906-73,"[""1"", ""-1"", ""1"", ""-11354541199384654329972620039188640321100673387557"", ""14657867194438895431667681768621012908526333715333161427553095435417122781""]",26,15021923296968946795873582180440511986992013572991741062807299554498253924990553105180363918826063785370762024084069583570,EXACT,279.01972184648974,350.4747097326037,27.039242921426098,872504070814940323601784875333966959065482586216020231949073997820791086521332509030690689147363697133492617994919909620665575881622330438400000000,338.34362071089873,"[""2"", ""5"", ""7"", ""11"", ""13"", ""19"", ""29"", ""43"", ""53"", ""79"", ""83"", ""2002852480362294680308677711153599599178068372330976087552482493767569184606133168202740202347554612256659""]",15021923296968946795873582180440511986992013572991741062807299554498253924990553105180363918826063785370762024084069583570
r17-panel-103b2-low-05,"[""0"", ""0"", ""0"", ""-18727703321847569517589689479935083884119942392852"", ""29617266064942425418108579668609401949058951271889083828438634071517334596""]",26,72881793626239750936459232056744779615556126570539405145189467781604066903897111504880429804301664545656766860297381546360,EXACT,280.59905002261274,,,,,"[""2"", ""3"", ""5"", ""7"", ""13"", ""17"", ""19"", ""37"", ""29209759"", ""150654793007893"", ""18129390369283774879898189195137311644430361959623647728882026428062998087761514580068465137""]",72881793626239750936459232056744779615556126570539405145189467781604066903897111504880429804301664545656766860297381546360
new-20260906-200,"[""1"", ""0"", ""0"", ""-1600850384897451561881895982234065750603549638504054515"", ""779215362299612638813009572863885921153122866957851908328254774486756288990448225""]",26,108643687314630614439445250744312538488559341638061750365548366413593656363002745481579517284624846166871549835592894974710,EXACT,280.99828476319215,386.0439930336058,29.918979879631095,261920452721599392704266506702134132678491587226377293828074577694170478975850017039749770257626340637898602406173673941422481125416948852687133116062502016000000,371.67907062814743,"[""2"", ""3"", ""5"", ""7"", ""11"", ""13"", ""17"", ""19"", ""37"", ""43"", ""59"", ""223"", ""4903"", ""34883"", ""31317556859816587107211"", ""5257779772803946542244318986030952147509709764143202612051187492881140688977""]",108643687314630614439445250744312538488559341638061750365548366413593656363002745481579517284624846166871549835592894974710
new-20260906-103,"[""1"", ""0"", ""0"", ""-47357186134188409986869710111202344118339809156355"", ""122050081337922021437278016031300993234648520002068681700561528051901865025""]",26,127917823706105834423445624047728651167331821635352739322544098760644519433372843050791534753076710276729648942772581048890,EXACT,281.16159921473735,354.7590121471091,27.473278417306453,362150799425125826019870350376155570641741365424926258980585923815777402067051304296369009005190239814819699085225774031016183478610601755270144000000,344.37206936820564,"[""2"", ""3"", ""5"", ""7"", ""11"", ""13"", ""17"", ""31"", ""59"", ""23329309"", ""5872340471858454737432978553361597539955353007325462235531492616598554004702259751373543240496813651419099""]",127917823706105834423445624047728651167331821635352739322544098760644519433372843050791534753076710276729648942772581048890
new-20260906-106,"[""1"", ""-1"", ""1"", ""-22256342844498645783846112326641949217568086798512"", ""70081981858019173873994299989784553731741527084034025727342407562100057875""]",26,630092804841875244087539795136525892705527893243688746245923655561770637568591514601980809806877261652277754547285950317694,EXACT,282.75607827709496,353.5947303810822,27.505432851554858,-1416189094314480456143316743352245462880263241855238257264085121468990805202432860071922232946254303254883119358675046054156028866965782565866479157248,345.73573347664507,"[""2"", ""7"", ""11"", ""13"", ""17"", ""19"", ""23"", ""31"", ""41"", ""43"", ""61"", ""179"", ""104659"", ""2322187927"", ""408210310801"", ""2680123304032648897"", ""1351301815033412135217427"", ""197582359678821896219020339383718912847""]",630092804841875244087539795136525892705527893243688746245923655561770637568591514601980809806877261652277754547285950317694
new-20260906-91,"[""1"", ""0"", ""0"", ""-54524123845227348416548537216117798054473354493519675"", ""5099779715451021475907095281390477817409127030596757010751663106944182941594257""]",26,905909464398059573888884453164021852595037255859750980584556797537971211177707616036183294197437862152485095201354227062297890,EXACT,290.0269058103969,375.9848147361765,29.259091475452824,-861353729152302817699379383172371819693577984323676653909449375773746449963895222278453268542670803180084224768345277716372389403922907739368447886104320000000,365.9617797623815,"[""2"", ""3"", ""5"", ""7"", ""11"", ""13"", ""17"", ""29"", ""47"", ""59"", ""61"", ""601"", ""941"", ""189447723639061"", ""1861235458321415269"", ""1039628325804706003621773981989"", ""134222888411383659385398542249780999909008559""]",905909464398059573888884453164021852595037255859750980584556797537971211177707616036183294197437862152485095201354227062297890
new-20260906-113,"[""1"", ""0"", ""0"", ""-134674469597130059251498694163370219632095973632597890"", ""19422896536707075719275337267635531796059656762990621130148410889960821252540100""]",26,46422799355854374929873669465989438250115787408338958956806781009911166745045699817828304533696929416176888589724104614020406370,EXACT,293.9635124212294,378.65932525266265,29.452103061267408,-6643880516248250809573005798278970669574387362302686641595357294043608322869561987832417686299582262137576235474939989222650820619252866675488293775155200000000,368.0047259939352,"[""2"", ""3"", ""5"", ""7"", ""11"", ""13"", ""23"", ""29"", ""41"", ""103"", ""3722240601851"", ""818159771815319"", ""1539950808066089"", ""117025273825351319653539869321408484411603620887559634017546464400069450159""]",46422799355854374929873669465989438250115787408338958956806781009911166745045699817828304533696929416176888589724104614020406370
new-20260906-116,"[""1"", ""1"", ""1"", ""-191741874676429467457573784871437625902443659950788"", ""1006836881910934897964429800543386559913089477833667936851644115577445443781""]",26,260695717952295962666068609732949722141797801311922764529774159692776232212220057134600922193041695357646407352495488598529826650,EXACT,295.68907561286176,358.9543066182084,27.795260425723825,13233046041564851136321669251905230254947105938815514242196530856057661767277585607664798498690965243049265062197442075324220426079465813637206016000000,347.9704811381908,"[""2"", ""3"", ""5"", ""7"", ""13"", ""17"", ""19"", ""41"", ""10943201"", ""6936124663232753502636215058814935320022145296305563308307866509626636072417155095345183872367346846308463554213""]",260695717952295962666068609732949722141797801311922764529774159692776232212220057134600922193041695357646407352495488598529826650
new-20260906-52,"[""1"", ""0"", ""0"", ""-236761916235892239492580887921683257524060214846603688"", ""47019730697497686127564730053969404826910236786028089598758744349547937054780992""]",26,7740603480452308766057061901479547950498153803367371805843407026245748349016934854392727855887778545629028216505291403470051825331350,EXACT,305.9877119288269,380.4275546760637,29.647356339186256,-105683023835928415217952116868167798001450072679786808690915741123228363647492481107106792037746023376790815520366640341424807004396543105052882789841797120000000,370.7714740589913,"[""2"", ""3"", ""5"", ""11"", ""13"", ""23"", ""41"", ""43"", ""71"", ""89"", ""1408377313374183674124629026618592065200959684206348589675166369381426404084649383509601603388481336395952300626608268973""]",7740603480452308766057061901479547950498153803367371805843407026245748349016934854392727855887778545629028216505291403470051825331350
new-20260906-99,"[""1"", ""0"", ""0"", ""-67032315925132515518574925613377641806054416249435904230"", ""211585624000252210792909737627250671997115932131400571389543578375708225639461940452""]",26,1698650012614832694712250820953946053734066698665407065764860577352734349425654266857617244773358711137449560591189374678522559791657730,EXACT,311.3788213795592,397.2511901189812,30.896001505801994,-63283610144546016064087614415103414318842787169458515109985656551184899599142941366074286878485018974700185662980080254701210733852818428942740906907526560006950400000,384.0741667161743,"[""2"", ""3"", ""5"", ""11"", ""13"", ""19"", ""23"", ""29"", ""43"", ""47"", ""140869"", ""47242875027548543117"", ""89663244263160310443112609237"", ""25908046411267821080255848200732420918685859686749082792010866257497689""]",1698650012614832694712250820953946053734066698665407065764860577352734349425654266857617244773358711137449560591189374678522559791657730
new-20260906-50,"[""0"", ""1"", ""0"", ""-24299287133098241035429438341240578512260214633"", ""1445678882372225264547035837781374479248971363000092369735413098335463""]",26,,UNKNOWN,,332.03393162840894,25.527181883988185,15374659577001673434543931142776348231061652436378002776537637481574531101529129223024590733693063805657131230968302332384844895564538880000,320.4894635052925,,185760884376997803425515371703149980477845270939088175825912054333795333920596457933729611086258087516584290015036800
new-20260906-105,"[""1"", ""0"", ""0"", ""-4738382172613861174764476492918212861996395245"", ""117189028750430344312265566930101862967928916049551594863487387933137""]",26,,UNKNOWN,,327.1296778778747,25.21432122887195,876022593122739406144235689188522953760185669985815288124347116070977858976770741443577655307745783559815433715425910871508756060697600000,317.62437943603595,,1644634130160548099362760699752763415776944647626666377264342099993776652344850383312328523395218700834944212149292168790
new-20260906-102,"[""0"", ""1"", ""0"", ""-249747298259260905507820386471573260094066188591745"", ""1165027296446921927267255891854076996823665853992547720893857277711750362179""]",26,,UNKNOWN,,359.7472052229345,27.995136536326353,410621967437012213618292357693307605412425477866081422471151717750178101027626307667662742876514316481726382630068566930554712113292157735049625135860992,351.40543695308133,,7626216914227698132677982414138782754586808297102605213866137528710246814516348671907879663071198598034143736761618996052744
r17-103b2-fresh-002,"[""0"", ""0"", ""0"", ""-1732071835709791953163541201921240648769859698789794112"", ""877887761788637981682155347546477575260466153130110287893359837183583378914720000""]",26,,UNKNOWN,,,,,,,1766546384272573708701186791977442894821188838014835789490639047427813847806067678090302924759196701507736276071396173837559455140552
new-20260906-189,"[""1"", ""-1"", ""1"", ""-16635453501549817632049548850980976265439298763449319030"", ""25999962336300041941162803210338357726598061057602276423175276771280604351358040197""]",26,,UNKNOWN,,393.06699661072736,30.58644887418691,2603555924612617146730142318662650117597539042544798727381089550488824609690886984163469582184069821325246444322641806537393046651603939882513441917740830999674880000,380.8834185179579,,2477099762204520035099353300796681355915952639300381400860426517641081923005903712605504839926457161195831192224092456401651805310086050
new-20260906-54,"[""1"", ""0"", ""0"", ""-290320631543457294363541813570615299120709065"", ""1805994923433770917810592405707077888621091964386645682889892467225""]",25,1315832847984114216697355753574011416390661831087186710614663379625564897539845716127627832975944210,EXACT,228.23039401603688,318.75228256468785,24.503578903410144,157060197309077514008321616455870550092923484429760484408303485768786596271010715875967178469869047803256916167808685721656098816000000,308.9978614294256,"[""2"", ""3"", ""5"", ""7"", ""11"", ""13"", ""17"", ""31"", ""37"", ""71"", ""24673962589439033159882198151250961"", ""183247374789600018936242367112297781227420215182024429""]",1315832847984114216697355753574011416390661831087186710614663379625564897539845716127627832975944210
new-20260906-43,"[""1"", ""0"", ""0"", ""-24302697612796148371908929805593906672745"", ""1402540125020885509604676881696400909361398138103630917617241""]",25,2192005663380363769364806399693064686531243996681370092094996938146606668700417281778807973344664494,EXACT,228.74074115915187,290.5878209841989,22.14211344460001,68840598731487024945392364410564372805712053567519293686745525649687337730085864476306016465806140771367156780601732759552,280.5420048280269,"[""2"", ""3"", ""13"", ""19"", ""29"", ""37"", ""61"", ""1433"", ""2085729214309277"", ""24142122236524966049886173641"", ""313173028493622921802181686060819944507019619""]",2192005663380363769364806399693064686531243996681370092094996938146606668700417281778807973344664494
new-20260906-79,"[""1"", ""0"", ""1"", ""-6937735796735416652751623407389151688052313"", ""7756191705208903206681846103774868279582179398401925214325097656""]",25,9674839533793659638489271703553179590232575694853557925965131366355252426483645225620992915932027230,EXACT,230.2254528595344,307.7458501630482,23.61454503699414,-4617062832012027790787146711537860558218907720203453397249978298723230132277931197747045047122678981819830879414519007450830687500,298.56323574850364,"[""2"", ""3"", ""5"", ""7"", ""11"", ""13"", ""19"", ""23"", ""29"", ""31"", ""73"", ""101"", ""32755055197"", ""45783584663715727"", ""418586169134514547005070129"", ""177186272820650488741380432044609""]",9674839533793659638489271703553179590232575694853557925965131366355252426483645225620992915932027230
new-20260906-82,"[""1"", ""0"", ""0"", ""-19937425098916186440295109217804173470401775"", ""44432685174151380138180908849530439297933796156167628619421408441""]",25,30132712083125769343631597257791050757158633142948667364908836156682635354286227382779514689436436094,EXACT,231.3615355682176,311.2368179572214,23.94893363188321,-345672569201645555371469233649651561020816753824346809773061449837306969330422088726634749896485464888618713408477034209159220625408,302.87896899144783,"[""2"", ""3"", ""7"", ""11"", ""13"", ""43"", ""97"", ""101"", ""103"", ""499"", ""5521"", ""193891"", ""230827"", ""2317090446851"", ""2818870995170981"", ""143573195853421344792589528989287100411975361""]",30132712083125769343631597257791050757158633142948667364908836156682635354286227382779514689436436094
new-20260906-77,"[""1"", ""0"", ""0"", ""-16857969319749328841622223534356721824897465"", ""29884403100220314132915220354679346285982566177154617238786959225""]",25,449515095005900411794639022612129885798765864799724066590498253279405009386835400026743659112408637890,EXACT,234.06409364152898,310.44354067256467,23.84682746615159,-79192839035646401378632099884100410735637834222543995067405580186866601575480583362376268147655368302934534797681994850152960000000,301.4053628747479,"[""2"", ""3"", ""5"", ""7"", ""11"", ""13"", ""41"", ""71"", ""73"", ""109"", ""2857"", ""226197158044630073355925930234959312162940114663869759940990385205777830301102525728317""]",449515095005900411794639022612129885798765864799724066590498253279405009386835400026743659112408637890
new-20260905-38,"[""1"", ""-1"", ""1"", ""-19340343884358146711092192931936264523573852"", ""33485883901975946833560445108736745577878872533008193981322622879""]",25,141573062993251796234501913227444835929787961927901381993462741838760974899987981196552305944612534537510,EXACT,239.81649541545715,310.6711152027914,23.790163083690445,-21412509047306240859758696505484067915165862291702799717787460882900501884497055041792429244649085937406306247202337400112768000000,300.09745228240655,"[""2"", ""5"", ""7"", ""13"", ""31"", ""37"", ""41"", ""43"", ""47"", ""531863"", ""97511201172373"", ""31562497619747342029012052647477528970129383857471301500309743007511074617""]",141573062993251796234501913227444835929787961927901381993462741838760974899987981196552305944612534537510
new-20260906-66,"[""0"", ""1"", ""0"", ""-2089947409724867490493545235536324394675410"", ""1155014207979479186697076189044519431797174561027234476400922433""]",25,544509259743904834004546673913684288065442066717779989669320409101313502572899091223789220383516526063380,EXACT,241.16356443357867,303.9507414585206,23.177900204872287,7919972436222561391863508682452785611402892151490558062794397956577000883599502445999852972815560246379055361892272184078250000,292.1951094427951,"[""2"", ""3"", ""5"", ""11"", ""13"", ""17"", ""29"", ""59"", ""67"", ""79"", ""51511"", ""270540493877"", ""26097073612879703525966954946437"", ""1133425780435912245265837009155414931023026089""]",544509259743904834004546673913684288065442066717779989669320409101313502572899091223789220383516526063380
